1,233,595,750,1135,1266,1674,1818,2156,2310,2579,2744,3055,3222,3580,3718,4008,4147,4469,4635,4934,5112,5440,5589,5885,6033,6345,6485,6782,6989,7288,7425,7797,7942,8522,8671,9092,9247,9648,9789,10251,10432,10832,10900
2,197,580,705,1065,1192,1535,1672,2034,2150,2537,2642,3022,3142,3534,3662,4072,4215,4677,4814,5249,5409,5812,5963,6361,6532,6968,7118,7520,7648,8068,8224,8630,8771,9268,9390,9753,9896,10222,10377,10813,10900,10900,10900
3,475,1005,1105,1587,1726,2228,2376,2844,3036,3582,3700,4327,4471,4937,5075,5560,5700,6132,6260,6814,6939,7416,7525,8036,8136,8664,8786,9322,9453,9908,10058,10550,10676,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900
4,427,848,964,1394,1541,2029,2204,2723,2863,3357,3463,3868,3990,4542,4655,5188,5305,5778,5910,6465,6562,7019,7172,7697,7816,8384,8506,9072,9172,9908,9950,10506,10629,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900
5,88,667,783,1278,1414,1901,2084,2604,2799,3338,3456,3984,4100,4673,4842,5433,5551,6049,6245,6825,7006,7426,7593,8137,8252,8773,8938,9506,9617,10174,10251,10824,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900
6,635,1063,1180,1673,1768,2418,2547,3076,3254,3722,3881,4426,4556,5117,5247,5860,6027,6543,6666,7216,7348,7878,8058,8604,8857,9251,9411,9940,10085,10640,10748,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900
