1.350517241379310462e+02,7.931034482758620996e+00
5.580000000000000000e+02,1.250000000000000000e+01
2.108750000000000000e+02,1.518750000000000000e+01
5.543411764705882661e+02,3.634117647058823763e+01
8.055116279069767415e+02,2.888372093023255971e+01
6.379500000000000455e+02,3.194999999999999929e+01
7.650588235294117112e+02,3.261764705882352899e+01
2.936923076923076792e+02,3.434615384615384670e+01
9.760000000000000000e+02,3.500000000000000000e+01
6.171052631578946830e+02,4.331578947368421240e+01
5.739583333333333712e+02,4.520833333333333570e+01
1.055000000000000000e+02,4.650000000000000000e+01
8.082758620689654663e+02,4.731034482758620641e+01
2.038750000000000000e+02,4.700000000000000000e+01
8.437500000000000000e+02,4.737500000000000000e+01
6.921111111111110858e+02,4.911111111111111427e+01
1.876666666666666572e+02,6.294444444444444287e+01
4.519615384615384528e+02,6.515384615384616041e+01
9.211951219512195621e+02,6.612195121951219789e+01
8.845000000000000000e+02,6.250000000000000000e+01
1.535937500000000000e+02,7.003125000000000000e+01
3.620357142857142776e+02,6.917857142857143060e+01
7.645666666666667197e+02,6.959999999999999432e+01
8.166551724137931387e+02,7.120689655172414234e+01
2.491250000000000000e+02,7.200000000000000000e+01
8.952280701754385746e+02,7.631578947368420529e+01
6.735357142857143344e+02,8.507142857142856940e+01
5.914444444444444571e+02,8.633333333333332860e+01
7.108750000000000000e+02,8.625000000000000000e+01
8.166000000000000227e+02,9.000000000000000000e+01
7.381785714285714448e+02,1.002857142857142918e+02
8.348750000000000000e+02,1.011250000000000000e+02
8.666875000000000000e+02,1.010625000000000000e+02
5.595000000000000000e+02,1.050000000000000000e+02
9.262222222222221717e+02,1.042222222222222285e+02
1.482727272727272805e+02,1.120000000000000000e+02
6.249230769230769056e+02,1.154615384615384670e+02
8.162999999999999545e+02,1.239000000000000057e+02
7.576666666666666288e+02,1.250000000000000000e+02
8.021578947368420813e+02,1.255263157894736850e+02
8.070434782608696196e+02,1.374202898550724683e+02
8.142307692307692832e+02,1.389230769230769340e+02
3.223999999999999773e+02,1.401999999999999886e+02
5.595000000000000000e+02,1.420000000000000000e+02
6.071428571428571104e+02,1.419285714285714164e+02
1.841999999999999886e+02,1.555999999999999943e+02
5.972500000000000000e+02,1.598499999999999943e+02
8.545882352941176805e+02,1.598235294117646959e+02
7.945000000000000000e+02,1.615000000000000000e+02
3.129166666666666856e+02,1.670833333333333428e+02
2.338125000000000000e+02,1.689375000000000000e+02
4.390000000000000000e+02,1.695000000000000000e+02
7.665000000000000000e+02,1.785000000000000000e+02
6.564545454545454959e+02,1.843636363636363740e+02
1.947500000000000000e+02,1.873750000000000000e+02
8.306923076923077360e+02,1.988846153846153868e+02
6.071111111111110858e+02,2.024444444444444571e+02
6.334545454545454959e+02,2.024545454545454675e+02
6.437500000000000000e+02,2.027500000000000000e+02
7.686000000000000227e+02,2.093714285714285666e+02
8.590000000000000000e+02,2.065000000000000000e+02
6.481666666666666288e+02,2.056666666666666572e+02
3.757692307692307736e+02,2.123846153846153868e+02
5.130000000000000000e+02,2.127777777777777715e+02
6.403888888888889142e+02,2.162222222222222285e+02
6.890000000000000000e+02,2.130000000000000000e+02
6.931000000000000227e+02,2.183000000000000114e+02
2.128000000000000114e+02,2.213000000000000114e+02
3.617692307692307736e+02,2.237692307692307736e+02
3.632222222222222285e+02,2.328888888888888857e+02
8.451666666666666288e+02,2.320833333333333428e+02
3.309166666666666856e+02,2.360833333333333428e+02
3.371666666666666856e+02,2.363333333333333428e+02
2.308750000000000000e+02,2.387500000000000000e+02
6.105714285714285552e+02,2.387142857142857224e+02
7.050000000000000000e+02,2.395000000000000000e+02
5.862799999999999727e+02,2.435999999999999943e+02
4.048000000000000114e+02,2.434000000000000057e+02
3.926250000000000000e+02,2.508333333333333428e+02
7.231538461538461888e+02,2.496923076923076792e+02
5.969090909090908781e+02,2.524545454545454675e+02
5.275000000000000000e+02,2.605000000000000000e+02
6.383999999999999773e+02,2.588000000000000114e+02
7.902142857142856656e+02,2.636071428571428328e+02
4.075555555555555429e+02,2.643333333333333144e+02
4.981250000000000000e+02,2.661250000000000000e+02
6.364615384615384528e+02,2.662307692307692264e+02
6.561666666666666288e+02,2.650000000000000000e+02
6.890000000000000000e+02,2.648333333333333144e+02
8.207000000000000455e+02,2.655000000000000000e+02
5.228888888888889142e+02,2.724444444444444571e+02
4.078000000000000114e+02,2.791999999999999886e+02
4.161999999999999886e+02,2.775000000000000000e+02
5.299166666666666288e+02,2.811666666666666856e+02
6.587999999999999545e+02,2.783999999999999773e+02
5.602500000000000000e+02,2.813750000000000000e+02
7.362500000000000000e+02,2.813750000000000000e+02
5.940000000000000000e+02,2.860000000000000000e+02
7.377999999999999545e+02,2.868000000000000114e+02
3.810000000000000000e+02,2.900000000000000000e+02
3.973333333333333144e+02,2.896666666666666856e+02
3.907500000000000000e+02,2.907500000000000000e+02
2.200000000000000000e+02,2.980000000000000000e+02
2.623333333333333144e+02,2.966666666666666856e+02
4.910000000000000000e+02,3.010000000000000000e+02
2.814375000000000000e+02,3.041250000000000000e+02
3.051666666666666856e+02,3.060000000000000000e+02
5.255000000000000000e+02,3.070000000000000000e+02
3.697500000000000000e+02,3.110000000000000000e+02
4.173000000000000114e+02,3.098999999999999773e+02
4.286666666666666856e+02,3.095555555555555429e+02
6.918750000000000000e+02,3.118750000000000000e+02
7.347500000000000000e+02,3.111250000000000000e+02
6.241250000000000000e+02,3.200000000000000000e+02
5.542000000000000455e+02,3.283999999999999773e+02
7.103181818181818699e+02,3.281818181818181870e+02
7.187999999999999545e+02,3.281999999999999886e+02
4.544285714285714448e+02,3.312857142857142776e+02
7.616111111111110858e+02,3.317777777777777715e+02
3.265000000000000000e+02,3.325000000000000000e+02
4.181250000000000000e+02,3.328750000000000000e+02
3.333333333333333144e+02,3.396666666666666856e+02
7.070000000000000000e+02,3.395000000000000000e+02
3.543999999999999773e+02,3.441999999999999886e+02
5.340000000000000000e+02,3.430000000000000000e+02
4.668750000000000000e+02,3.451250000000000000e+02
7.197500000000000000e+02,3.521250000000000000e+02
2.631999999999999886e+02,3.543999999999999773e+02
3.605714285714285552e+02,3.572857142857142776e+02
3.853750000000000000e+02,3.572500000000000000e+02
2.611999999999999886e+02,3.588000000000000114e+02
6.745000000000000000e+02,3.623750000000000000e+02
5.246666666666666288e+02,3.636666666666666856e+02
4.432500000000000000e+02,3.650000000000000000e+02
6.661250000000000000e+02,3.667500000000000000e+02
6.790000000000000000e+02,3.656250000000000000e+02
2.983333333333333144e+02,3.678333333333333144e+02
6.300000000000000000e+02,3.683636363636363740e+02
4.385000000000000000e+02,3.725000000000000000e+02
4.947500000000000000e+02,3.710000000000000000e+02
6.873333333333333712e+02,3.733333333333333144e+02
5.753999999999999773e+02,3.748000000000000114e+02
6.215000000000000000e+02,3.750000000000000000e+02
4.020000000000000000e+02,3.780000000000000000e+02
3.521999999999999886e+02,3.793999999999999773e+02
5.070000000000000000e+02,3.795000000000000000e+02
6.250000000000000000e+02,3.820000000000000000e+02
4.191666666666666856e+02,3.831666666666666856e+02
4.884545454545454390e+02,3.846363636363636260e+02
6.792000000000000455e+02,3.836000000000000227e+02
6.954444444444444571e+02,3.843333333333333144e+02
6.206666666666666288e+02,3.856666666666666856e+02
5.355000000000000000e+02,3.887500000000000000e+02
3.391111111111110858e+02,3.902222222222222285e+02
3.842857142857142776e+02,3.940000000000000000e+02
4.273999999999999773e+02,3.961999999999999886e+02
3.325000000000000000e+02,3.975000000000000000e+02
6.210000000000000000e+02,3.988888888888889142e+02
4.185000000000000000e+02,4.020000000000000000e+02
5.790000000000000000e+02,4.041538461538461320e+02
6.075000000000000000e+02,4.025000000000000000e+02
4.687142857142857224e+02,4.070000000000000000e+02
5.975000000000000000e+02,4.070000000000000000e+02
6.153333333333333712e+02,4.113333333333333144e+02
6.325000000000000000e+02,4.135000000000000000e+02
5.444444444444444571e+02,4.153333333333333144e+02
3.875000000000000000e+02,4.190000000000000000e+02
4.675000000000000000e+02,4.215000000000000000e+02
3.905000000000000000e+02,4.260000000000000000e+02
4.395000000000000000e+02,4.245000000000000000e+02
5.081666666666666856e+02,4.278333333333333144e+02
4.766923076923076792e+02,4.320769230769230944e+02
6.315000000000000000e+02,4.335000000000000000e+02
4.560000000000000000e+02,4.375000000000000000e+02
5.355000000000000000e+02,4.365000000000000000e+02
5.735000000000000000e+02,4.395000000000000000e+02
4.450000000000000000e+02,4.405000000000000000e+02
4.980909090909090651e+02,4.422727272727272521e+02
5.396666666666666288e+02,4.413333333333333144e+02
4.255000000000000000e+02,4.435000000000000000e+02
5.330000000000000000e+02,4.445000000000000000e+02
4.918750000000000000e+02,4.467500000000000000e+02
5.025000000000000000e+02,4.515000000000000000e+02
4.145000000000000000e+02,4.590000000000000000e+02
5.911666666666666288e+02,4.590000000000000000e+02
4.820000000000000000e+02,4.610000000000000000e+02
5.760000000000000000e+02,4.612857142857142776e+02
4.263333333333333144e+02,4.716666666666666856e+02
4.105000000000000000e+02,4.990000000000000000e+02
