# x, y, dx, dy
7.985833333333333712e+02,3.022222222222222143e+01,1.841666666666583296e+00,-1.422222222222220722e+00
9.820000000000000000e+02,2.500000000000000000e+01,-2.700000000000045475e+00,4.300000000000000711e+00
2.070000000000000000e+02,4.200000000000000000e+01,-1.875000000000000000e+00,-2.000000000000000000e+00
1.107307692307692264e+02,4.969230769230769340e+01,-1.730769230769226397e+00,-1.769230769230773603e+00
5.673999999999999773e+02,4.679999999999999716e+01,7.428571428571331126e-01,-3.714285714285665563e-01
8.908214285714285552e+02,7.662500000000000000e+01,1.432808716707086205e+00,-7.775423728813564139e-01
6.715833333333333712e+02,8.062500000000000000e+01,5.303030303025479952e-02,1.238636363636359761e+00
7.345000000000000000e+02,9.789285714285713880e+01,-4.285714285714448124e-01,2.250000000000000000e+00
7.543888888888889142e+02,1.224444444444444429e+02,1.077777777777782831e+00,-2.444444444444400233e-01
8.142666666666666515e+02,1.227999999999999972e+02,1.955555555555520186e+00,-1.466666666666668561e+00
7.973999999999999773e+02,1.227000000000000028e+02,4.421052631579414083e-01,9.842105263157918671e-01
5.511666666666666288e+02,1.323333333333333428e+02,1.133333333333325754e+00,3.566666666666662877e+00
6.022352941176470722e+02,1.349411764705882320e+02,1.470588235294144397e+00,-1.176470588235360992e-01
3.173999999999999773e+02,1.651999999999999886e+02,-5.000000000000000000e-01,8.000000000000113687e-01
7.629375000000000000e+02,1.767500000000000000e+02,5.625000000000000000e-01,2.500000000000000000e-01
5.150000000000000000e+02,1.975000000000000000e+02,-5.000000000000000000e-01,2.500000000000000000e+00
8.567826086956521294e+02,2.050869565217391255e+02,1.217391304347870573e+00,-5.869565217391254919e-01
3.803999999999999773e+02,2.061999999999999886e+02,-5.999999999999658939e-01,1.866666666666674246e+00
3.650625000000000000e+02,2.171875000000000000e+02,-6.250000000000000000e-01,2.187500000000000000e+00
2.144545454545454675e+02,2.200909090909090935e+02,-7.878787878788102716e-01,-4.242424242424363001e-01
3.683333333333333144e+02,2.307777777777777715e+02,-1.133333333333325754e+00,-7.777777777778283053e-02
4.071250000000000000e+02,2.338750000000000000e+02,3.365384615384527933e-01,3.355769230769226397e+00
3.405000000000000000e+02,2.335000000000000000e+02,-5.000000000000000000e-01,7.500000000000000000e-01
7.226923076923077360e+02,2.463076923076923208e+02,-6.923076923077360334e-01,1.692307692307679190e+00
5.923333333333333712e+02,2.501111111111111143e+02,6.666666666666287711e-01,8.888888888888857309e-01
4.105555555555555429e+02,2.557777777777777715e+02,-1.111111111110858474e-01,2.444444444444457076e+00
6.361111111111110858e+02,2.555555555555555429e+02,7.460317460318037774e-01,1.587301587301794825e-01
4.993750000000000000e+02,2.632500000000000000e+02,-1.022727272727479431e-01,6.590909090909349288e-01
6.347500000000000000e+02,2.638333333333333144e+02,7.954545454545041139e-01,-1.969696969696883571e-01
8.179166666666666288e+02,2.641666666666666856e+02,1.083333333333371229e+00,-1.666666666666856145e-01
5.238999999999999773e+02,2.681999999999999886e+02,-1.499999999999772626e-01,8.000000000000113687e-01
4.115714285714285552e+02,2.723571428571428328e+02,-5.714285714285551876e-01,2.428571428571444812e+00
4.185714285714285552e+02,2.712857142857142776e+02,-3.896103896103682018e-01,1.805194805194787477e+00
5.309090909090908781e+02,2.753636363636363740e+02,-1.590909090908780854e-01,1.553030303030311643e+00
5.603333333333333712e+02,2.755000000000000000e+02,-3.333333333333712289e-01,2.000000000000000000e+00
3.945000000000000000e+02,2.875000000000000000e+02,-3.888888888889141526e-01,1.944444444444457076e+00
5.241250000000000000e+02,3.011250000000000000e+02,2.749999999999772626e-01,1.675000000000011369e+00
4.298750000000000000e+02,3.031250000000000000e+02,-1.607142857142775938e-01,1.017857142857167219e+00
6.911818181818181301e+02,3.103636363636363740e+02,-1.818181818181301423e-01,6.363636363636260285e-01
5.543333333333333712e+02,3.225000000000000000e+02,9.523809523807358346e-02,7.857142857142775938e-01
4.545000000000000000e+02,3.260000000000000000e+02,7.142857142855518759e-02,1.285714285714277594e+00
7.592777777777778283e+02,3.293333333333333144e+02,-3.888888888889141526e-01,9.444444444444570763e-01
3.336666666666666856e+02,3.353333333333333144e+02,-1.666666666666856145e-01,6.666666666666856145e-01
3.563333333333333144e+02,3.416666666666666856e+02,-5.333333333333030168e-01,5.333333333333030168e-01
5.330000000000000000e+02,3.410000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
7.177500000000000000e+02,3.511250000000000000e+02,7.500000000000000000e-01,-1.250000000000000000e-01
5.240000000000000000e+02,3.600000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.391111111111110858e+02,3.696666666666666856e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.881538461538461320e+02,3.795384615384615472e+02,9.615384615386801670e-02,1.211538461538452793e+00
6.080000000000000000e+02,4.005000000000000000e+02,-2.000000000000454747e-01,5.000000000000000000e-01
4.694285714285714448e+02,4.037142857142857224e+02,-9.523809523813042688e-02,7.857142857142775938e-01
4.685000000000000000e+02,4.180000000000000000e+02,-3.000000000000113687e-01,3.999999999999772626e-01
3.913333333333333144e+02,4.233333333333333144e+02,-4.761904761903679173e-02,5.238095238095183959e-01
