# x, y, dx, dy
6.440000000000000000e+02,2.600000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
8.095000000000000000e+02,2.600000000000000000e+01,-1.000000000000000000e+00,-5.000000000000000000e-01
7.813333333333333712e+02,3.333333333333333570e+01,3.333333333332575421e-01,3.333333333333285964e-01
5.156666666666666288e+02,3.733333333333333570e+01,3.333333333333712289e-01,-3.333333333333357018e-01
6.680000000000000000e+02,3.800000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
2.645000000000000000e+02,4.500000000000000000e+01,-7.500000000000000000e-01,-2.500000000000000000e-01
7.740000000000000000e+02,5.400000000000000000e+01,5.000000000000000000e-01,-1.000000000000000000e+00
8.064583333333333712e+02,5.575000000000000000e+01,2.216666666665787488e-01,9.999999999998010480e-03
5.055000000000000000e+02,5.700000000000000000e+01,9.444444444444570763e-01,1.111111111111114269e+00
7.445000000000000000e+02,5.600000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.780000000000000000e+02,5.800000000000000000e+01,1.000000000000000000e+00,-5.000000000000000000e-01
4.515000000000000000e+02,6.000000000000000000e+01,5.000000000000000000e-01,3.333333333333357018e-01
1.830000000000000000e+02,6.300000000000000000e+01,-3.333333333333428072e-01,-3.333333333333357018e-01
3.445000000000000000e+02,6.200000000000000000e+01,-5.000000000000000000e-01,0.000000000000000000e+00
4.305000000000000000e+02,6.300000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+00
6.620000000000000000e+02,6.500000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.720000000000000000e+02,6.600000000000000000e+01,-1.000000000000000000e+00,0.000000000000000000e+00
5.323333333333333712e+02,6.633333333333332860e+01,6.666666666666287711e-01,-3.333333333333285964e-01
3.330000000000000000e+02,7.100000000000000000e+01,-1.000000000000000000e+00,0.000000000000000000e+00
6.950000000000000000e+02,7.000000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
7.710000000000000000e+02,7.100000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
3.165000000000000000e+02,7.250000000000000000e+01,-5.000000000000000000e-01,0.000000000000000000e+00
5.625000000000000000e+02,7.350000000000000000e+01,1.000000000000000000e+00,-5.000000000000000000e-01
4.612500000000000000e+02,7.575000000000000000e+01,-1.250000000000000000e+00,-5.000000000000000000e-01
6.050000000000000000e+02,7.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.831999999999999886e+02,7.740000000000000568e+01,-1.399999999999977263e+00,-8.000000000000113687e-01
5.145000000000000000e+02,7.750000000000000000e+01,1.000000000000000000e+00,-5.000000000000000000e-01
5.745000000000000000e+02,7.950000000000000000e+01,1.500000000000000000e+00,-5.000000000000000000e-01
4.010000000000000000e+02,8.300000000000000000e+01,-1.800000000000011369e+00,4.000000000000056843e-01
5.423999999999999773e+02,8.220000000000000284e+01,1.000000000000000000e+00,0.000000000000000000e+00
6.852500000000000000e+02,8.275000000000000000e+01,1.250000000000000000e+00,2.500000000000000000e-01
7.285000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.475000000000000000e+02,8.500000000000000000e+01,1.125000000000000000e+00,-5.000000000000000000e-01
6.037999999999999545e+02,8.440000000000000568e+01,1.400000000000090949e+00,1.999999999999886313e-01
6.615000000000000000e+02,8.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.805000000000000000e+02,8.700000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00
8.455000000000000000e+02,8.750000000000000000e+01,2.999999999999545253e-01,9.999999999999431566e-02
8.920000000000000000e+02,8.700000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.920000000000000000e+02,8.800000000000000000e+01,2.000000000000000000e+00,-5.000000000000000000e-01
9.275000000000000000e+02,8.800000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
1.817777777777777715e+02,9.144444444444444287e+01,-7.777777777777714618e-01,5.555555555555713454e-02
2.431999999999999886e+02,9.240000000000000568e+01,-1.199999999999988631e+00,-1.500000000000056843e-01
5.478999999999999773e+02,9.529999999999999716e+01,3.023076923076928324e+00,3.923076923076962430e-01
5.685000000000000000e+02,9.750000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
6.087999999999999545e+02,9.740000000000000568e+01,1.200000000000045475e+00,9.999999999999431566e-02
7.380000000000000000e+02,9.625000000000000000e+01,1.250000000000000000e+00,-5.000000000000000000e-01
6.780000000000000000e+02,9.850000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
9.850000000000000000e+02,9.900000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
4.488000000000000114e+02,1.014000000000000057e+02,-2.550000000000011369e+00,3.499999999999943157e-01
5.930000000000000000e+02,1.062500000000000000e+02,1.500000000000000000e+00,2.500000000000000000e-01
1.331666666666666572e+02,1.123333333333333286e+02,-8.809523809523795990e-01,9.523809523810200517e-02
6.345000000000000000e+02,1.135000000000000000e+02,1.500000000000000000e+00,5.000000000000000000e-01
7.795000000000000000e+02,1.155000000000000000e+02,1.333333333333371229e+00,-6.666666666666714036e-01
8.275000000000000000e+02,1.153333333333333286e+02,1.500000000000000000e+00,1.666666666666714036e-01
3.040000000000000000e+02,1.190000000000000000e+02,-1.000000000000000000e+00,0.000000000000000000e+00
6.235714285714285552e+02,1.201428571428571388e+02,1.228571428571399338e+00,4.571428571428555188e-01
8.421599999999999682e+02,1.187600000000000051e+02,3.182608695652788811e-01,6.608695652172968948e-02
5.716666666666666288e+02,1.203333333333333286e+02,1.833333333333371229e+00,6.666666666666714036e-01
1.875000000000000000e+02,1.280000000000000000e+02,-9.000000000000056843e-01,-2.000000000000028422e-01
2.821999999999999886e+02,1.265999999999999943e+02,-6.999999999999886313e-01,4.000000000000056843e-01
4.278000000000000114e+02,1.285999999999999943e+02,-2.000000000000000000e+00,0.000000000000000000e+00
