# x, y, dx, dy, p0_id, p1_id
5.546944444444444571e+02,1.588888888888888928e+01,2.448412698412653299e+00,-2.817460317460318109e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.670909090909091219e+02,2.581818181818181657e+01,-1.513986013986027501e+00,4.951048951048953484e+00,2.000000000000000000e+00,4.000000000000000000e+00
5.526231884057971229e+02,3.940579710144927361e+01,1.387800605191841896e+00,-1.867335562987733510e+00,4.000000000000000000e+00,3.000000000000000000e+00
5.715454545454545041e+02,4.772727272727272663e+01,1.612440191387577215e+00,-1.200956937799041668e+00,1.100000000000000000e+01,1.000000000000000000e+01
8.400000000000000000e+02,5.150000000000000000e+01,2.000000000000000000e+00,-1.500000000000000000e+00,1.600000000000000000e+01,1.500000000000000000e+01
4.549629629629629903e+02,6.566666666666667140e+01,-2.578347578347631952e+00,-2.435897435897516061e-01,1.700000000000000000e+01,1.700000000000000000e+01
9.196041666666666288e+02,6.714583333333332860e+01,1.086309523809518396e+00,-7.172619047618979948e-01,1.800000000000000000e+01,1.800000000000000000e+01
1.899333333333333371e+02,6.513333333333333997e+01,-1.533333333333331439e+00,-1.533333333333338544e+00,1.900000000000000000e+01,1.600000000000000000e+01
1.551200000000000045e+02,7.131999999999999318e+01,-1.219999999999998863e+00,-9.866666666666645824e-01,2.100000000000000000e+01,2.200000000000000000e+01
8.148275862068965125e+02,7.241379310344827047e+01,1.565270935960597853e+00,-9.852216748768398702e-01,2.200000000000000000e+01,2.300000000000000000e+01
6.716666666666666288e+02,8.683333333333332860e+01,1.333333333333371229e+00,-1.333333333333328596e+00,2.700000000000000000e+01,2.600000000000000000e+01
7.360000000000000000e+02,1.021666666666666714e+02,1.750000000000000000e+00,-1.333333333333342807e+00,3.000000000000000000e+01,3.000000000000000000e+01
8.650000000000000000e+02,1.022307692307692264e+02,1.214285714285665563e+00,-7.307692307692263967e-01,3.200000000000000000e+01,3.200000000000000000e+01
5.580769230769230944e+02,1.043076923076923066e+02,1.298076923076905587e+00,3.173076923076934008e-01,3.300000000000000000e+01,3.400000000000000000e+01
1.483478260869565304e+02,1.113478260869565162e+02,3.312629399584920975e-02,4.616977225672940222e-01,3.500000000000000000e+01,3.500000000000000000e+01
8.005555555555555429e+02,1.258888888888888857e+02,1.194444444444457076e+00,-3.888888888889141526e-02,3.900000000000000000e+01,3.900000000000000000e+01
8.072533333333333303e+02,1.362266666666666595e+02,-2.045662100454137544e-02,5.130593607306082049e-01,4.000000000000000000e+01,4.000000000000000000e+01
1.838750000000000000e+02,1.547500000000000000e+02,2.361111111111142691e-01,5.833333333333428072e-01,4.500000000000000000e+01,4.500000000000000000e+01
4.410000000000000000e+02,1.640000000000000000e+02,-1.555555555555542924e+00,4.222222222222228538e+00,4.700000000000000000e+01,5.100000000000000000e+01
7.653333333333333712e+02,1.791666666666666572e+02,1.030303030303002743e+00,-6.212121212121246572e-01,5.200000000000000000e+01,5.200000000000000000e+01
1.937647058823529278e+02,1.855882352941176521e+02,7.352941176470721985e-01,1.411764705882347926e+00,5.300000000000000000e+01,5.400000000000000000e+01
6.335000000000000000e+02,2.000000000000000000e+02,-1.363636363636260285e-01,1.545454545454532536e+00,5.700000000000000000e+01,5.600000000000000000e+01
6.487500000000000000e+02,2.028750000000000000e+02,-4.166666666666287711e-01,2.291666666666657193e+00,5.900000000000000000e+01,6.100000000000000000e+01
7.686615384615384983e+02,2.084461538461538339e+02,-1.122426868905677111e-01,6.524377031419419382e-01,6.000000000000000000e+01,5.900000000000000000e+01
8.595000000000000000e+02,2.049166666666666572e+02,-4.565217391303804106e-01,1.387681159420310451e+00,6.100000000000000000e+01,6.000000000000000000e+01
5.140000000000000000e+02,2.085000000000000000e+02,-7.777777777778283053e-01,3.500000000000000000e+00,6.300000000000000000e+01,6.300000000000000000e+01
6.925000000000000000e+02,2.165000000000000000e+02,3.999999999999772626e-01,1.400000000000005684e+00,6.600000000000000000e+01,6.600000000000000000e+01
2.125999999999999943e+02,2.204000000000000057e+02,2.888888888888914153e-01,8.222222222222228538e-01,6.700000000000000000e+01,6.700000000000000000e+01
3.311250000000000000e+02,2.348750000000000000e+02,-3.409090909093492883e-02,8.522727272727195214e-01,7.100000000000000000e+01,7.100000000000000000e+01
3.376000000000000227e+02,2.354000000000000057e+02,-3.142857142857451436e-01,8.857142857142719095e-01,7.200000000000000000e+01,7.200000000000000000e+01
5.861000000000000227e+02,2.399000000000000057e+02,1.000000000000227374e-01,2.460000000000007958e+00,7.300000000000000000e+01,7.400000000000000000e+01
2.310000000000000000e+02,2.380000000000000000e+02,0.000000000000000000e+00,2.857142857142775938e-01,7.400000000000000000e+01,7.300000000000000000e+01
